basket,run,status,operator,blkcnt,lastblk,lastmod-l,lastmod-h,target_site,pipever,starttime,wallclock,endtime
20121124_FNT3,D00155329_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:08:54,8:38:22,05/11/2014 00:47:16
20121124_FNT3,D00155330_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:09:27,9:59:40,05/11/2014 02:09:07
20121124_FNT3,D00155335_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:09:44,9:02:50,05/11/2014 01:12:34
20121124_FNT3,D00155338_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:09:53,8:58:57,05/11/2014 01:08:50
20121124_FNT3,D00155341_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:10:11,8:04:20,05/11/2014 00:14:32
20121124_FNT3,D00155344_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:10:22,9:18:01,05/11/2014 01:28:23
20121124_FNT3,D00155347_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:10:36,9:41:10,05/11/2014 01:51:47
20121124_FNT3,D00155348_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:10:51,10:53:35,05/11/2014 03:04:27
20121124_FNT3,D00155351_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:11:19,9:39:31,05/11/2014 01:50:50
20121124_FNT3,D00155352_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:11:53,10:06:24,05/11/2014 02:18:17
20121124_FNT3,D00155355_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:11:58,9:50:18,05/11/2014 02:02:16
20121124_FNT3,D00155356_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:12:22,10:35:15,05/11/2014 02:47:37
20121124_FNT3,D00155358_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:12:43,9:51:49,05/11/2014 02:04:32
20121124_FNT3,D00155359_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:13:01,10:46:36,05/11/2014 02:59:37
20121124_FNT3,D00155362_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:13:14,10:28:44,05/11/2014 02:41:59
20121124_FNT3,D00155363_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:13:48,8:42:01,05/11/2014 00:55:50
20121124_FNT3,D00155364_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:13:56,10:23:40,05/11/2014 02:37:36
20121124_FNT3,D00155368_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:14:30,8:31:25,05/11/2014 00:45:55
20121124_FNT3,D00155369_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:14:58,9:14:26,05/11/2014 01:29:24
20121124_FNT3,D00155370_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:15:15,8:31:36,05/11/2014 00:46:51
20121124_FNT3,D00155373_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:15:29,8:41:05,05/11/2014 00:56:35
20121124_FNT3,D00155374_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:15:47,9:12:47,05/11/2014 01:28:34
20121124_FNT3,D00155375_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:16:23,9:18:04,05/11/2014 01:34:27
20121124_FNT3,D00155378_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:16:43,9:10:20,05/11/2014 01:27:03
20121124_FNT3,D00155379_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:16:51,10:28:04,05/11/2014 02:44:55
20121124_FNT3,D00155380_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:17:18,8:52:34,05/11/2014 01:09:53
20121124_FNT3,D00155381_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:17:25,9:32:12,05/11/2014 01:49:38
20121124_FNT3,D00155406_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:18:12,8:39:18,05/11/2014 00:57:31
20121124_FNT3,D00155407_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:18:30,8:59:58,05/11/2014 01:18:29
20121124_FNT3,D00155409_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:18:47,10:15:01,05/11/2014 02:33:48
20121124_FNT3,D00155411_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:19:08,8:53:41,05/11/2014 01:12:49
20121124_FNT3,D00155412_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:19:19,9:14:40,05/11/2014 01:34:00
20121124_FNT3,D00155416_r72p03,F,mjohns44,1/1,se_nofringe,create-finalcut-catalog:F,create-finalcut-catalog:F,fermigrid,0.9.8+0,05/09/2014 16:20:03,8:22:58,05/11/2014 00:43:01
20121124_FNT3,D00155417_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:20:19,10:01:35,05/11/2014 02:21:54
20121124_FNT3,D00155419_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:20:34,9:17:25,05/11/2014 01:38:00
20121124_FNT3,D00155420_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:21:01,9:16:24,05/11/2014 01:37:25
20121124_FNT3,D00155422_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:21:17,9:13:47,05/11/2014 01:35:04
20121124_FNT3,D00155423_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:21:26,9:25:16,05/11/2014 01:46:43
20121124_FNT3,D00155425_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:21:57,9:13:53,05/11/2014 01:35:50
20121124_FNT3,D00155427_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:22:12,10:22:55,05/11/2014 02:45:07
20121124_FNT3,D00155428_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:22:24,9:55:22,05/11/2014 02:17:46
20121124_FNT3,D00155429_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:22:43,8:01:23,05/11/2014 00:24:07
20121124_FNT3,D00155432_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:23:08,15:59:55,05/11/2014 08:23:03
20121124_FNT3,D00155433_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:23:34,14:58:49,05/11/2014 07:22:24
20121124_FNT3,D00155434_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:24:06,12:42:23,05/11/2014 05:06:30
20121124_FNT3,D00155435_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:24:21,12:50:51,05/11/2014 05:15:12
20121124_FNT3,D00155436_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:24:45,16:23:42,05/11/2014 08:48:27
20121124_FNT3,D00155437_r72p03,U,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:25:05,15:34:10,
20121124_FNT3,D00155438_r72p03,U,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:25:32,15:33:44,
20121124_FNT3,D00155439_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:26:13,16:22:03,05/11/2014 08:48:16
20121124_FNT3,D00155440_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:26:34,16:11:32,05/11/2014 08:38:06
20121124_FNT3,D00155441_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:26:56,16:50:43,05/11/2014 09:17:39
20121124_FNT3,D00155442_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:27:17,17:08:07,05/11/2014 09:35:25
20121124_FNT3,D00155443_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:27:27,17:38:19,05/11/2014 10:05:47
20121124_FNT3,D00155444_r72p03,U,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:27:41,15:31:36,
20121124_FNT3,D00155445_r72p03,U,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:27:59,15:31:15,
20121124_FNT3,D00155446_r72p03,U,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:28:25,15:30:49,
20121124_FNT3,D00155447_r72p03,U,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:28:33,15:30:45,
20121124_FNT3,D00155448_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:29:12,17:48:13,05/11/2014 10:17:25
20121124_FNT3,D00155449_r72p03,U,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:29:15,15:30:00,
20121124_FNT3,D00155450_r72p03,U,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:29:39,15:29:37,
20121124_FNT3,D00155451_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:29:53,12:56:37,05/11/2014 05:26:31
20121124_FNT3,D00155452_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:30:14,13:40:15,05/11/2014 06:10:29
20121124_FNT3,D00155454_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:30:49,15:32:14,05/11/2014 08:03:04
20121124_FNT3,D00155455_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:30:52,16:49:31,05/11/2014 09:20:24
20121124_FNT3,D00155456_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:31:31,16:29:14,05/11/2014 09:00:46
20121124_FNT3,D00155457_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:31:47,17:11:21,05/11/2014 09:43:09
20121124_FNT3,D00155458_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:32:02,17:38:36,05/11/2014 10:10:38
20121124_FNT3,D00155459_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:32:35,17:40:49,05/11/2014 10:13:24
20121124_FNT3,D00155460_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:32:49,17:03:50,05/11/2014 09:36:40
20121124_FNT3,D00155461_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:33:18,16:45:42,05/11/2014 09:19:01
20121124_FNT3,D00155462_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:33:45,16:43:56,05/11/2014 09:17:41
20121124_FNT3,D00155463_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:33:46,13:24:56,05/11/2014 05:58:43
20121124_FNT3,D00155464_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:34:09,14:01:11,05/11/2014 06:35:20
20121124_FNT3,D00155465_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:34:23,15:16:12,05/11/2014 07:50:35
20121124_FNT3,D00155466_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:35:05,14:52:28,05/11/2014 07:27:34
20121124_FNT3,D00155467_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:35:26,15:36:09,05/11/2014 08:11:35
20121124_FNT3,D00155468_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:35:49,14:49:48,05/11/2014 07:25:37
20121124_FNT3,D00155470_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:36:18,14:50:13,05/11/2014 07:26:32
20121124_FNT3,D00155471_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:36:30,15:19:04,05/11/2014 07:55:35
20121124_FNT3,D00155472_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:36:49,8:57:50,05/11/2014 01:34:40
20121124_FNT3,D00155473_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:37:03,9:23:12,05/11/2014 02:00:16
20121124_FNT3,D00155474_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:37:16,8:54:09,05/11/2014 01:31:26
20121124_FNT3,D00155476_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:37:48,10:05:59,05/11/2014 02:43:47
20121124_FNT3,D00155477_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:38:00,7:41:19,05/11/2014 00:19:19
20121124_FNT3,D00155478_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:38:37,9:03:24,05/11/2014 01:42:01
20121124_FNT3,D00155481_r72p03,F,mjohns44,1/1,se_nofringe,create-finalcut-catalog:F,create-finalcut-catalog:F,fermigrid,0.9.8+0,05/09/2014 16:38:55,9:09:31,05/11/2014 01:48:27
20121124_FNT3,D00155482_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:39:09,8:34:53,05/11/2014 01:14:02
20121124_FNT3,D00155483_r72p03,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/09/2014 16:39:23,9:50:33,05/11/2014 02:29:57
20131111,D00253163_r74p01,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/13/2014 19:51:36,0:10:49,05/13/2014 20:02:25
20131111,D00253164_r74p01,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/13/2014 19:52:07,0:10:55,05/13/2014 20:03:02
20131111,D00253170_r74p01,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/13/2014 19:52:38,0:10:15,05/13/2014 20:02:53
20131111,D00253162_r74p01,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/13/2014 19:53:11,0:12:53,05/13/2014 20:06:04
20131111,D00253171_r74p01,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/13/2014 19:53:42,0:08:43,05/13/2014 20:02:26
20131111,D00253161_r74p01,F,mjohns44,1/1,snese_fringe,crosstalk-sci:U,crosstalk-sci:U,fermigrid,0.9.8+0,05/13/2014 19:54:16,0:01:49,05/13/2014 19:56:06
20131111,D00253167_r74p01,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/13/2014 19:54:47,0:07:40,05/13/2014 20:02:27
20131111,D00253165_r74p01,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/13/2014 19:55:18,0:06:53,05/13/2014 20:02:12
20131111,D00253168_r74p01,F,mjohns44,1/1,snese_fringe,detrend_fringe:P,detrend_fringe:P,fermigrid,0.9.8+0,05/13/2014 19:55:52,0:07:11,05/13/2014 20:03:04
20131111,D00253166_r74p01,F,mjohns44,1/1,snese_fringe,crosstalk-sci:P,crosstalk-sci:P,fermigrid,0.9.8+0,05/13/2014 19:56:23,0:07:20,05/13/2014 20:03:44
20131111,D00253169_r74p01,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/13/2014 19:56:54,0:09:49,05/13/2014 20:06:44
20131111,D00253163_r74p02,F,mjohns44,1/1,snese_fringe,crosstalk-sci:P,crosstalk-sci:P,fermigrid,0.9.8+0,05/14/2014 08:55:07,0:07:23,05/14/2014 09:02:31
20131111,D00253164_r74p02,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 08:55:38,0:07:47,05/14/2014 09:03:25
20131111,D00253170_r74p02,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 08:56:11,0:08:55,05/14/2014 09:05:07
20131111,D00253162_r74p02,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 08:56:43,0:07:13,05/14/2014 09:03:57
20131111,D00253171_r74p02,F,mjohns44,1/1,snese_fringe,crosstalk-sci:P,crosstalk-sci:P,fermigrid,0.9.8+0,05/14/2014 08:57:14,0:06:46,05/14/2014 09:04:01
20131111,D00253161_r74p02,F,mjohns44,1/1,snese_fringe,crosstalk-sci:U,crosstalk-sci:U,fermigrid,0.9.8+0,05/14/2014 08:57:45,0:01:50,05/14/2014 08:59:35
20131111,D00253167_r74p02,F,mjohns44,1/1,snese_fringe,crosstalk-sci:P,crosstalk-sci:P,fermigrid,0.9.8+0,05/14/2014 08:58:16,0:07:57,05/14/2014 09:06:14
20131111,D00253165_r74p02,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 08:58:50,0:08:15,05/14/2014 09:07:05
20131111,D00253168_r74p02,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 08:59:22,0:07:01,05/14/2014 09:06:24
20131111,D00253166_r74p02,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 08:59:54,0:10:00,05/14/2014 09:09:54
20131111,D00253169_r74p02,F,mjohns44,1/1,snese_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 09:00:26,0:07:17,05/14/2014 09:07:44
20131111,D00253163_r74p03,F,mjohns44,1/1,snese_fringe,run-scamp:F,run-scamp:F,fermigrid,0.9.8+0,05/14/2014 10:08:01,2:11:13,05/14/2014 12:19:14
20131111,D00253164_r74p03,F,mjohns44,1/1,snese_fringe,run-scamp:F,run-scamp:F,fermigrid,0.9.8+0,05/14/2014 10:08:33,1:51:43,05/14/2014 12:00:16
20131111,D00253170_r74p03,F,mjohns44,1/1,snese_fringe,run-scamp:F,run-scamp:F,fermigrid,0.9.8+0,05/14/2014 10:09:05,2:07:22,05/14/2014 12:16:28
20131111,D00253162_r74p03,F,mjohns44,1/1,snese_fringe,run-scamp:F,run-scamp:F,fermigrid,0.9.8+0,05/14/2014 10:09:35,2:06:43,05/14/2014 12:16:19
20131111,D00253171_r74p03,F,mjohns44,1/1,snese_fringe,run-scamp:F,run-scamp:F,fermigrid,0.9.8+0,05/14/2014 10:10:09,1:53:51,05/14/2014 12:04:01
20131111,D00253161_r74p03,F,mjohns44,1/1,snese_fringe,crosstalk-sci:U,crosstalk-sci:U,fermigrid,0.9.8+0,05/14/2014 10:10:39,0:02:59,05/14/2014 10:13:39
20131111,D00253167_r74p03,F,mjohns44,1/1,snese_fringe,run-scamp:F,run-scamp:F,fermigrid,0.9.8+0,05/14/2014 10:11:10,2:09:50,05/14/2014 12:21:01
20131111,D00253165_r74p03,F,mjohns44,1/1,snese_fringe,create-scamp-catalog:P,create-scamp-catalog:P,fermigrid,0.9.8+0,05/14/2014 10:11:44,2:06:59,05/14/2014 12:18:44
20131111,D00253168_r74p03,F,mjohns44,1/1,snese_fringe,run-scamp:F,run-scamp:F,fermigrid,0.9.8+0,05/14/2014 10:12:16,2:06:15,05/14/2014 12:18:32
20131111,D00253166_r74p03,F,mjohns44,1/1,snese_fringe,run-scamp:F,run-scamp:F,fermigrid,0.9.8+0,05/14/2014 10:12:48,1:58:42,05/14/2014 12:11:31
20131111,D00253169_r74p03,F,mjohns44,1/1,snese_fringe,create-scamp-catalog:U,create-scamp-catalog:U,fermigrid,0.9.8+0,05/14/2014 10:13:20,2:04:50,05/14/2014 12:18:11
20121124,D00155254_r72p05,F,mjohns44,1/1,se_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 13:04:54,0:08:36,05/14/2014 13:13:31
20121124,D00155266_r72p05,F,mjohns44,1/1,se_fringe,crosstalk-sci:P,crosstalk-sci:P,fermigrid,0.9.8+0,05/14/2014 13:05:26,0:08:24,05/14/2014 13:13:51
20121124,D00155225_r72p05,F,mjohns44,1/1,se_nofringe,detrend_nofringe:U,detrend_nofringe:U,fermigrid,0.9.8+0,05/14/2014 13:05:55,0:10:56,05/14/2014 13:16:51
20121124,D00155287_r72p05,F,mjohns44,1/1,se_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 13:05:57,0:16:34,05/14/2014 13:22:31
20121124,D00155229_r72p05,F,mjohns44,1/1,se_nofringe,detrend_nofringe:U,detrend_nofringe:U,fermigrid,0.9.8+0,05/14/2014 13:06:29,0:08:41,05/14/2014 13:15:11
20121124,D00155295_r72p05,F,mjohns44,1/1,se_fringe,crosstalk-sci:U,crosstalk-sci:U,fermigrid,0.9.8+0,05/14/2014 13:06:31,0:09:19,05/14/2014 13:15:51
20121124,D00155301_r72p05,F,mjohns44,1/1,se_nofringe,detrend_nofringe:U,detrend_nofringe:U,fermigrid,0.9.8+0,05/14/2014 13:07:04,0:10:10,05/14/2014 13:17:14
20121124,D00155304_r72p05,F,mjohns44,1/1,se_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 13:07:03,0:10:09,05/14/2014 13:17:12
20121124,D00155348_r72p04,F,mjohns44,1/1,se_nofringe,crosstalk-sci:U,crosstalk-sci:U,fermigrid,0.9.8+0,05/14/2014 13:07:33,0:08:06,05/14/2014 13:15:40
