basket,run,status,operator,blkcnt,lastblk,lastmod-l,lastmod-h,target_site,pipever,starttime,wallclock,endtime
20121124,D00155353_r72p04,F,mjohns44,1/1,se_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 13:07:35,0:07:35,05/14/2014 13:15:11
20121124,D00155356_r72p04,F,mjohns44,1/1,se_nofringe,detrend_nofringe:P,detrend_nofringe:P,fermigrid,0.9.8+0,05/14/2014 13:08:00,0:08:03,05/14/2014 13:16:03
20121124,D00155357_r72p04,F,mjohns44,1/1,se_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 13:08:07,0:08:45,05/14/2014 13:16:53
20121124,D00155359_r72p04,F,mjohns44,1/1,se_nofringe,detrend_nofringe:U,detrend_nofringe:U,fermigrid,0.9.8+0,05/14/2014 13:08:36,0:07:25,05/14/2014 13:16:02
20121124,D00155475_r72p04,F,mjohns44,1/1,se_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 13:08:37,0:14:35,05/14/2014 13:23:12
20121124,D00155362_r72p04,F,mjohns44,1/1,se_nofringe,detrend_nofringe:U,detrend_nofringe:U,fermigrid,0.9.8+0,05/14/2014 13:09:10,0:23:01,05/14/2014 13:32:11
20121124,D00155484_r72p04,F,mjohns44,1/1,se_fringe,detrend_fringe:P,detrend_fringe:P,fermigrid,0.9.8+0,05/14/2014 13:09:10,0:14:03,05/14/2014 13:23:14
20121124,D00155364_r72p04,F,mjohns44,1/1,se_nofringe,detrend_nofringe:P,detrend_nofringe:P,fermigrid,0.9.8+0,05/14/2014 13:09:41,0:13:19,05/14/2014 13:23:01
20121124,D00155427_r72p04,F,mjohns44,1/1,se_nofringe,detrend_nofringe:U,detrend_nofringe:U,fermigrid,0.9.8+0,05/14/2014 13:10:10,0:32:13,05/14/2014 13:42:23
20121124,D00155429_r72p04,F,mjohns44,1/1,se_nofringe,detrend_nofringe:U,detrend_nofringe:U,fermigrid,0.9.8+0,05/14/2014 13:10:52,0:21:09,05/14/2014 13:32:02
20121124,D00155477_r72p04,F,mjohns44,1/1,se_nofringe,crosstalk-sci:U,crosstalk-sci:U,fermigrid,0.9.8+0,05/14/2014 13:11:25,0:01:55,05/14/2014 13:13:20
20121124,D00155215_r72p10,F,mjohns44,1/1,se_fringe,crosstalk-sci:P,crosstalk-sci:P,fermigrid,0.9.8+0,05/14/2014 14:03:50,0:09:54,05/14/2014 14:13:44
20121124,D00155215_r72p11,U,mjohns44,1/1,se_fringe,detrend_fringe:U,detrend_fringe:U,fermigrid,0.9.8+0,05/14/2014 14:32:04,17:27:11,
20121124,D00155477_r72p05,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/14/2014 14:58:00,2:47:47,05/14/2014 17:45:48
,D00155477_r89p01,F,yanny,1/5,xtalk, , ,fermigrid, ,05/14/2014 18:00:08,0:01:22,05/14/2014 18:01:30
,D00155477_r89p02,F,yanny,1/5,xtalk, , ,fermigrid, ,05/14/2014 18:12:27,0:01:21,05/14/2014 18:13:49
,D00155477_r89p03,F,yanny,1/5,xtalk, , ,fermigrid, ,05/14/2014 18:19:04,0:01:21,05/14/2014 18:20:26
,D00155477_r89p04,F,yanny,1/5,xtalk, , ,fermigrid, ,05/14/2014 18:30:02,0:01:22,05/14/2014 18:31:24
,D00155477_r89p05,F,yanny,1/5,xtalk, , ,fermigrid, ,05/15/2014 09:51:45,0:03:12,05/15/2014 09:54:58
,D00155477_r89p06,F,yanny,1/5,xtalk, , ,fermigrid, ,05/15/2014 11:59:20,0:01:21,05/15/2014 12:00:42
20121124,D00155215_r72p12,P,mjohns44,1/1,se_fringe,create-finalcut-catalog:P,create-finalcut-catalog:P,descmp2,0.9.9+0,05/15/2014 14:25:05,0:12:17,05/15/2014 14:37:22
,D00155477_r89p07,F,yanny,1/5,xtalk, , ,fermigrid, ,05/15/2014 18:10:56,0:01:15,05/15/2014 18:12:12
,D00155477_r89p08,F,yanny,1/5,xtalk, , ,fermigrid, ,05/15/2014 18:15:51,0:01:15,05/15/2014 18:17:07
,D00155477_r89p09,F,yanny,1/5,xtalk, , ,fermigrid, ,05/15/2014 18:37:04,0:01:15,05/15/2014 18:38:20
,D00155477_r89p10,F,yanny,1/5,xtalk, , ,fermigrid, ,05/15/2014 18:41:25,0:01:15,05/15/2014 18:42:41
,D00155477_r89p11,F,yanny,1/1,comboblock, , ,fermigrid, ,05/15/2014 18:52:21,0:01:15,05/15/2014 18:53:36
,D00155477_r89p12,F,yanny,1/1,comboblock, , ,fermigrid, ,05/15/2014 19:09:13,0:01:11,05/15/2014 19:10:24
,D00155477_r89p13,F,yanny,1/1,comboblock, , ,fermigrid, ,05/15/2014 19:19:01,0:01:15,05/15/2014 19:20:17
,D00155477_r89p14,F,yanny,1/1,comboblock, , ,fermigrid, ,05/15/2014 19:31:00,0:03:00,05/15/2014 19:34:01
,D00155477_r89p15,P,yanny,1/1,comboblock,ingest-se-objects:P,ingest-se-objects:P,fermigrid,0.9.3+3,05/15/2014 19:36:00,6:18:41,05/16/2014 01:54:42
20121124,D00155477_r72p06,P,mjohns44,1/1,se_nofringe,create-finalcut-catalog:P,create-finalcut-catalog:P,fermigrid,0.9.8+0,05/16/2014 08:28:37,3:05:18,05/16/2014 11:33:55
,D00155477_r89p16,F,yanny,1/5,xtalk, , ,fermigrid,0.9.8+0,05/16/2014 09:57:40,0:00:15,05/16/2014 09:57:56
,D00155477_r89p17,F,yanny,1/5,xtalk, , ,fermigrid,0.9.8+0,05/16/2014 10:34:58,0:00:15,05/16/2014 10:35:14
,D00155477_r89p18,F,yanny,1/5,xtalk, , ,fermigrid,0.9.8+0,05/16/2014 10:36:22,0:00:16,05/16/2014 10:36:39
,D00155477_r89p19,F,yanny,1/5,xtalk, , ,fermigrid,0.9.8+0,05/16/2014 10:37:28,0:00:16,05/16/2014 10:37:45
,D00155477_r89p20,U,yanny,1/5,xtalk, , ,fermigrid,0.9.8+0,05/16/2014 10:40:47,21:18:30,
,D00155477_r88p01,U,yanny,1/5,xtalk, , ,fermigrid,0.9.8+0,05/16/2014 10:47:53,21:11:21,
,D00155477_r88p02,U,yanny,1/5,xtalk, , ,fermigrid,0.9.8+0,05/16/2014 11:05:53,20:53:20,
,D00155477_r89p21,P,yanny,1/1,comboblock,ingest-se-objects:P,ingest-se-objects:P,fermigrid,0.9.3+3,05/16/2014 11:13:47,0:19:08,05/16/2014 11:32:55
,D00155477_r88p03,P,yanny,5/5,postscampccd,ingest-se-objects:P,ingest-se-objects:P,fermigrid,0.9.8+0,05/16/2014 11:21:48,0:28:06,05/16/2014 11:49:54
,D00155477_r88p04,P,yanny,5/5,postscampccd,ingest-se-objects:P,ingest-se-objects:P,fermigrid,0.9.8+0,05/16/2014 13:30:46,0:19:48,05/16/2014 13:50:34
20131111,D00253163_r74p04,F,mjohns44,1/1,snese_fringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:53:10,0:41:09,05/16/2014 14:34:19
20131111,D00253164_r74p04,F,mjohns44,1/1,snese_fringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:53:32,0:40:35,05/16/2014 14:34:08
,D00155477_r88p05,U,yanny,1/5,xtalk, , ,fermigrid,0.9.8+0,05/16/2014 13:53:38,18:05:36,
20131111,D00253170_r74p04,F,mjohns44,1/1,snese_fringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:53:54,0:40:56,05/16/2014 14:34:50
20131111,D00253162_r74p04,F,mjohns44,1/1,snese_fringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:54:17,0:41:00,05/16/2014 14:35:17
20131111,D00253171_r74p04,F,mjohns44,1/1,snese_fringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:54:42,0:40:25,05/16/2014 14:35:08
20131111,D00253161_r74p04,F,mjohns44,1/1,snese_fringe,crosstalk-sci:U,crosstalk-sci:U,fermigrid,0.9.8+0,05/16/2014 13:55:02,0:01:23,05/16/2014 13:56:26
20131111,D00253167_r74p04,F,mjohns44,1/1,snese_fringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:55:29,0:41:19,05/16/2014 14:36:49
20131111,D00253165_r74p04,F,mjohns44,1/1,snese_fringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:55:51,0:40:34,05/16/2014 14:36:25
20131111,D00253168_r74p04,F,mjohns44,1/1,snese_fringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:56:11,0:40:04,05/16/2014 14:36:15
20131111,D00253166_r74p04,F,mjohns44,1/1,snese_fringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:56:29,0:40:19,05/16/2014 14:36:48
20131111,D00253169_r74p04,F,mjohns44,1/1,snese_fringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:57:00,0:40:17,05/16/2014 14:37:18
20131111,D00253189_r74p01,F,mjohns44,1/1,snese_nofringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:58:22,0:40:56,05/16/2014 14:39:18
20131111,D00253193_r74p01,F,mjohns44,1/1,snese_nofringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:58:44,0:40:02,05/16/2014 14:38:47
20131111,D00253192_r74p01,F,mjohns44,1/1,snese_nofringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:59:07,0:40:20,05/16/2014 14:39:28
20131111,D00253190_r74p01,F,mjohns44,1/1,snese_nofringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:59:32,0:39:24,05/16/2014 14:38:57
20131111,D00253191_r74p01,F,mjohns44,1/1,snese_nofringe,run-scamp:U,run-scamp:U,fermigrid,0.9.8+0,05/16/2014 13:59:57,0:39:19,05/16/2014 14:39:17
,D00155477_r89p22,P,yanny,1/1,comboblock,ingest-se-objects:P,ingest-se-objects:P,fermigrid,0.9.3+3,05/16/2014 14:01:30,0:20:41,05/16/2014 14:22:11
,D00155477_r88p06,U,yanny,1/5,xtalk, , ,fermigrid,0.9.8+0,05/16/2014 14:15:23,17:43:51,
20131111,D00253163_r74p05,P,mjohns44,1/1,snese_fringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:36:10,1:17:04,05/16/2014 16:53:14
20131111,D00253164_r74p05,P,mjohns44,1/1,snese_fringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:36:32,1:20:00,05/16/2014 16:56:33
20131111,D00253170_r74p05,P,mjohns44,1/1,snese_fringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:36:54,1:18:49,05/16/2014 16:55:44
20131111,D00253162_r74p05,P,mjohns44,1/1,snese_fringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:37:18,1:20:07,05/16/2014 16:57:26
20131111,D00253171_r74p05,P,mjohns44,1/1,snese_fringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:37:43,1:18:47,05/16/2014 16:56:31
20131111,D00253161_r74p05,F,mjohns44,1/1,snese_fringe,crosstalk-sci:U,crosstalk-sci:U,fermigrid,0.9.8+0,05/16/2014 15:38:02,0:01:36,05/16/2014 15:39:38
20131111,D00253167_r74p05,P,mjohns44,1/1,snese_fringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:38:24,1:19:00,05/16/2014 16:57:24
20131111,D00253165_r74p05,P,mjohns44,1/1,snese_fringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:38:47,1:19:37,05/16/2014 16:58:24
20131111,D00253168_r74p05,P,mjohns44,1/1,snese_fringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:39:10,1:19:35,05/16/2014 16:58:45
20131111,D00253166_r74p05,P,mjohns44,1/1,snese_fringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:39:33,1:17:27,05/16/2014 16:57:00
20131111,D00253169_r74p05,P,mjohns44,1/1,snese_fringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:39:59,1:19:24,05/16/2014 16:59:23
20131111,D00253189_r74p02,P,mjohns44,1/1,snese_nofringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:42:45,1:18:17,05/16/2014 17:01:03
20131111,D00253193_r74p02,P,mjohns44,1/1,snese_nofringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:43:08,1:17:56,05/16/2014 17:01:04
20131111,D00253192_r74p02,P,mjohns44,1/1,snese_nofringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:43:34,1:17:40,05/16/2014 17:01:14
20131111,D00253190_r74p02,P,mjohns44,1/1,snese_nofringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:44:00,1:16:38,05/16/2014 17:00:39
20131111,D00253191_r74p02,P,mjohns44,1/1,snese_nofringe,mkcraymask:P,mkcraymask:P,fermigrid,0.9.8+0,05/16/2014 15:44:14,1:17:27,05/16/2014 17:01:41
20121124,D00155215_r78p03,F,mjohns44,1/1,se_fringe, , ,descmp2, ,05/16/2014 15:50:03,0:00:48,05/16/2014 15:50:52
20121124,D00155215_r78p04,F,mjohns44,1/1,se_fringe,immask:F,immask:F,descmp2,0.9.9+0,05/16/2014 16:12:40,1:29:38,05/16/2014 17:42:19
